Marital_status,Course,Previous_qualification,Nacionality,Mothers_occupation,Fathers_occupation,Daytime_evening_attendance,Gender,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Application_order,Enrolled,Status
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,Other Situation,"Personal Services, Security and Safety Workers and Sellers",Evening,Male,No,No,No,6,1,11.0,6,0,0.0,1,False,Dropout
Single,Equinculture,Higher education : degree,Portuguese,Other Situation,Armed Forces Professions,Daytime,Male,No,No,No,5,0,0.0,5,0,0.0,3,False,Dropout
Divorced,Nursing,Higher education : degree,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,7,7,15.2,8,8,16.575,1,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,6,6,14.428571428571429,7,7,14.375,1,False,Graduate
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Brazilian,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,2,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,6,4,13.75,6,5,11.2,1,True,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,No,Yes,6,5,12.166666666666666,6,3,12.0,1,False,Dropout
Single,Agronomy,Technological specialization course,Portuguese,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,6,5,12.142857142857142,6,5,11.666666666666666,1,False,Graduate
Single,Tourism,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,6,6,12.0,6,5,11.6,1,False,Graduate
Married,Management,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,3,11.666666666666666,5,4,12.75,2,False,Graduate
Divorced,Equinculture,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Male,No,Yes,No,6,6,11.875,6,5,12.0,2,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,11,7,11.285714285714286,7,6,12.333333333333334,1,True,Graduate
Single,Tourism,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,2,10.0,6,3,11.333333333333334,2,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,Yes,Yes,No,12,11,12.0,11,10,11.181818181818182,1,True,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,7,6,13.833333333333334,6,5,13.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Tourism,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,6,6,14.428571428571429,6,6,12.5,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,7,5,14.2,7,6,12.4,3,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Administrative staff,Installation and Machine Operators and Assembly Workers,Evening,Male,No,Yes,No,5,4,11.5,5,3,10.333333333333334,1,False,Dropout
Single,Journalism and Communication,Other : 11th year of schooling,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,6,5,13.0,6,6,15.0,1,False,Graduate
Married,Agronomy,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Agronomy,Technological specialization course,Portuguese,Administrative staff,Administrative staff,Daytime,Male,Yes,No,No,6,3,11.333333333333334,6,2,11.0,1,False,Dropout
Single,Veterinary Nursing,Secondary education,Mozambican,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,18,18,12.5,13,12,11.428571428571429,1,False,Graduate
Single,Advertising and Marketing Management,Frequency of higher education,Portuguese,Other Situation,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,7,7,13.471428571428572,8,8,13.944444444444445,2,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,5,4,11.75,5,3,13.333333333333334,2,False,Graduate
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,Yes,Yes,Yes,6,6,13.333333333333334,6,6,14.666666666666666,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,8,8,13.105,8,8,13.105,1,False,Graduate
Married,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,Evening,Female,Yes,No,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,6,6,15.5,6,6,12.166666666666666,3,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,No,No,0,0,0.0,0,0,0.0,4,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Brazilian,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,No,No,6,4,11.25,6,3,12.333333333333334,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Administrative staff,Evening,Male,No,No,No,15,12,11.0,14,11,11.363636363636363,1,False,Dropout
Single,Tourism,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,6,6,12.333333333333334,6,4,13.0,1,False,Graduate
Married,Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,9,8,11.375,5,5,11.8,2,False,Graduate
Single,Agronomy,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,18,18,12.22222222222222,12,12,12.384615384615383,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Armed Forces Professions,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,True,Graduate
Married,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,9,9,12.0,7,6,12.0,3,False,Graduate
Single,Management,Secondary education,Angolan,"Unskilled workers in agriculture, animal production, fisheries and forestry",Intermediate Level Technicians and Professions,Daytime,Male,Yes,Yes,No,5,1,11.0,5,1,10.0,1,True,Dropout
Married,Social Service (evening attendance),Technological specialization course,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Evening,Male,No,Yes,No,16,16,14.125,11,10,13.0,1,False,Graduate
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Daytime,Male,No,Yes,No,5,5,10.2,5,5,11.2,4,True,Graduate
Single,Equinculture,Technological specialization course,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,No,5,4,12.0,5,4,12.4,1,True,Graduate
Single,Management (evening attendance),Higher education : degree (1st cycle),Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Evening,Female,No,Yes,No,9,9,12.333333333333334,7,7,12.571428571428571,1,False,Graduate
Married,Social Service (evening attendance),Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Evening,Male,No,Yes,No,9,9,14.333333333333334,7,7,13.857142857142858,1,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,6,15.166666666666666,6,6,14.0,5,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,6,6,15.142857142857142,6,6,15.142857142857142,1,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,0,0.0,6,0,0.0,6,False,Dropout
Single,Nursing,Secondary education,Portuguese,Administrative staff,Unskilled Workers,Daytime,Female,No,Yes,No,7,6,13.411428571428573,8,7,13.294444444444444,3,True,Graduate
Single,Social Service,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Female,No,Yes,No,6,6,12.333333333333334,6,6,12.166666666666666,2,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,6,4,11.8,6,4,12.2,1,True,Graduate
Single,Veterinary Nursing,Technological specialization course,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,Yes,Yes,No,6,6,12.0,6,3,12.0,1,False,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,No,6,6,15.0,6,6,15.625,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,12,8,13.875,11,9,12.7,1,False,Dropout
Single,Basic Education,Secondary education,Portuguese,"Technicians and professionals, of intermediate level of health","Technicians and professionals, of intermediate level of health",Daytime,Female,No,Yes,No,7,6,11.833333333333334,7,6,14.333333333333334,1,True,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,Yes,6,6,12.5,6,6,13.833333333333334,3,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,Yes,6,6,15.0,6,6,15.5,1,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Daytime,Female,Yes,Yes,No,6,2,11.666666666666666,6,4,10.5,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,Yes,7,7,14.668,8,8,14.63375,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,8,6,13.345,8,6,13.345,3,True,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,6,5,12.8,6,6,12.333333333333334,2,False,Graduate
Single,Social Service,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Female,No,Yes,No,6,6,10.833333333333334,6,6,12.142857142857142,1,False,Graduate
Single,Communication Design,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,6,6,13.666666666666666,6,5,14.0,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,8,7,14.537142857142856,8,7,14.537142857142856,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Student,Other Situation,Daytime,Female,Yes,Yes,Yes,5,5,14.4,5,5,14.0,3,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Daytime,Female,No,Yes,Yes,0,0,0.0,0,0,0.0,3,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,6,6,13.166666666666666,6,6,13.833333333333334,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,No,No,6,2,11.5,7,0,0.0,1,False,Dropout
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,Yes,6,6,11.333333333333334,6,6,12.428571428571429,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,6,12.0,6,5,13.6,3,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,6,6,13.166666666666666,6,6,12.166666666666666,3,False,Graduate
